Date,BET,FX
9/25/2024,17690.32,4.9757
9/26/2024,17583.13,4.9755
9/27/2024,17685.61,4.9765
9/30/2024,17616.92,4.9762
10/1/2024,17568.14,4.9759
10/2/2024,17443.67,4.9764
10/3/2024,17389.22,4.9767
10/4/2024,17459.75,4.9779
10/7/2024,17748.15,4.9776
10/8/2024,17520.32,4.9774
10/9/2024,17656.26,4.9755
10/10/2024,17629.32,4.9758
10/11/2024,17727.84,4.9741
10/14/2024,17593.76,4.9746
10/15/2024,17507.68,4.9763
10/16/2024,17485.07,4.9762
10/17/2024,17445.58,4.9747
10/18/2024,17405.74,4.973
10/21/2024,17441.39,4.9738
10/22/2024,17337.55,4.9737
10/23/2024,17442.24,4.9739
10/24/2024,17445.16,4.9732
10/25/2024,17473.73,4.9738
10/28/2024,17372.05,4.9743
10/29/2024,17504.24,4.9748
10/30/2024,17461.5,4.9748
10/31/2024,17439.09,4.9749
11/1/2024,17470.35,4.9735
11/4/2024,17209.02,4.9756
11/5/2024,17236.29,4.9751
11/6/2024,17281.07,4.975
11/7/2024,17347.27,4.9761
11/8/2024,17374.51,4.9753
11/11/2024,17519.99,4.9762
11/12/2024,17677.85,4.9762
11/13/2024,17681.47,4.9763
11/14/2024,17674.07,4.9762
11/15/2024,17638.19,4.9766
11/18/2024,17423.52,4.9762
11/19/2024,17143.34,4.9766
11/20/2024,17194.06,4.9765
11/21/2024,17302.9,4.9766
11/22/2024,17134.54,4.9766
11/25/2024,16982.34,4.9768
11/26/2024,16985.64,4.9768
11/27/2024,16971.55,4.9765
11/28/2024,16663.28,4.9772
11/29/2024,16344.77,4.9766
12/2/2024,16447.31,4.9773
12/3/2024,16060.28,4.9771
12/4/2024,16297.5,4.977
12/5/2024,16170.13,4.9776
12/6/2024,16650.41,4.97
12/9/2024,17010.32,4.972
12/10/2024,17177.7,4.9703
12/11/2024,17394.91,4.9671
12/12/2024,17387.77,4.9712
12/13/2024,17432.02,4.9742
12/16/2024,17250.96,4.9755
12/17/2024,17155.99,4.9752
12/18/2024,16760.96,4.9745
12/19/2024,16424.98,4.9759
12/20/2024,16728.81,4.9757
12/23/2024,16857.73,4.9761
12/27/2024,16924.44,4.9765
12/30/2024,16720.75,4.9755
1/3/2025,17031.7,4.9745
1/8/2025,17118.38,4.9718
1/9/2025,17093.32,4.973
1/10/2025,17052.6,4.9762
1/13/2025,16978.18,4.973
1/14/2025,17069.8,4.9749
1/15/2025,16997.37,4.9747
1/16/2025,17015.45,4.9757
1/17/2025,16927.96,4.9764
1/20/2025,16913.68,4.9769
1/21/2025,16926.62,4.9768
1/22/2025,17028.46,4.976
1/23/2025,17062.2,4.9758
1/27/2025,16977.69,4.9747
1/28/2025,17030.21,4.9747
1/29/2025,17004.88,4.9732
1/30/2025,17013.03,4.976
1/31/2025,16999.7,4.975
2/3/2025,16965.91,4.9766
2/4/2025,16965.31,4.9767
2/5/2025,17080.62,4.976
2/6/2025,17141.27,4.9764
2/7/2025,17063.55,4.9757
2/10/2025,17137.72,4.9768
2/11/2025,17221.78,4.977
2/12/2025,17321.87,4.977
2/13/2025,17530.06,4.9769
